Employee_ID,Name,Gender,Age,Location,Education,Total_Experience,Department,Designation,Manager_ID,Joining_Date,Performance_Rating,Avg_Work_Hours,Project_Workload,Remote_Work_Days_Monthly,Monthly_Salary,Market_Salary_Ratio,Salary_Change_%,Bonus_Last_Year,Job_Satisfaction_Score,Manager_Rating,Internal_Job_Applications,Days_Since_Last_Promotion,Leaves_Taken_Last_Year,Commute_Distance_KM,Team_Size,Intent_To_Stay_12Months,Engagement_Survey_Score,Meeting_Participation_Score,Time_Since_Last_Promotion_Months,Training_Completion_Rate,Status,Resignation_Date,Last_Working_Day,Lead_Time,Notice_Period_Type,Tenure_Years,Experience_Tenure_Ratio,Salary_Satisfaction,Work_Life_Balance
EMP_1865,Amanda Hamilton,Male,41,Mumbai,Bachelor,18,Operations,Process Manager,EMP_0001,2021-04-03,3.8,48.7,Medium,2,116358,0.92,5.4,1,7.787825527944289,5.433366647402992,2,147,10,1.4,7,2.764436218895784,4.5,7.343033706441925,22,0.2764436218895784,Resigned,2023-10-09,2023-12-09,61.0,Executive,4.3,4.09,7.16,Average
EMP_1866,Jonathan Mills,Male,27,Bangalore,Master,4,Engineering,Engineering Manager,EMP_0004,2018-03-05,3.9,55.004999999999974,Low,1,158171,0.91,8.7,1,6.4,6.1,0,906,11,15.8,12,10.0,7.9,7.2,26,0.87,Active,,,0.0,Unknown,7.4,0.53,5.82,Poor
EMP_1867,Corey Hood,Male,53,Chennai,Bachelor,31,Marketing,Content Manager,EMP_0003,2018-02-27,4.5,47.1,Medium,0,87483,1.01,-1.7,0,8.1,8.4,0,549,14,4.7,19,7.7,9.2,8.9,49,1.0,Active,,,0.0,Unknown,7.4,4.13,8.18,Average
EMP_1868,Dr. Ashley Vargas,Male,22,Chennai,Master,1,Sales,Sales Manager,EMP_0004,2021-08-26,3.4,47.0,Medium,2,65393,0.94,11.4,0,6.405135430001684,9.419316808826006,0,589,16,16.1,12,1.771549116083466,7.27267531865844,3.9160559408160833,27,0.2,Resigned,2025-01-28,2025-05-10,102.0,Executive,3.9,0.25,6.02,Average
EMP_1869,Jennifer Mcdowell,Female,48,Delhi,Bachelor,27,HR,HR Director,EMP_0006,2020-08-15,3.2,42.5,High,3,49019,1.22,9.5,1,9.9,8.92222396161147,0,1113,17,3.1,12,5.136003752565937,4.35254555302198,5.658309218928574,53,0.6180614685291211,Resigned,2024-08-24,2024-11-04,72.0,Executive,4.9,5.4,12.08,Good
EMP_1870,Frank Barker,Female,54,Chennai,Bachelor,31,Operations,Process Manager,EMP_0003,2019-10-08,2.4,37.9,Medium,2,95052,1.01,5.0,1,7.886190982419635,6.8,1,357,8,6.4,18,2.5,6.8,8.928759182986637,42,0.2232189795746659,Resigned,2023-11-02,2024-02-21,111.0,Executive,5.8,5.25,7.97,Good
EMP_1871,Craig Mccullough,Female,53,Hyderabad,Bachelor,33,Engineering,Engineering Manager,EMP_0004,2024-12-05,3.1,41.0,Medium,1,207519,0.84,11.2,1,5.478177245476622,6.5,0,496,12,2.5,14,7.370490256136044,5.067212051093531,5.5,45,0.79,Resigned,2024-03-23,2024-06-28,97.0,Executive,0.6,47.14,4.6,Good
EMP_1872,Brenda Thompson,Male,27,Delhi,Master,3,Finance,Senior Analyst,EMP_0007,2023-12-29,2.8,38.2,High,0,102486,1.18,3.0,1,5.8,8.2,0,748,10,4.9,13,7.9,6.4,8.2,6,0.96,Active,,,0.0,Unknown,1.6,1.76,6.84,Good
EMP_1873,Lisa Dunn,Male,42,Mumbai,Master,22,Engineering,Engineering Manager,EMP_0009,2024-11-12,4.4,46.2,Medium,1,155357,1.08,5.1,0,9.2,8.8,0,591,11,2.4,15,7.6,4.0,6.3,14,1.0,Active,,,0.0,Unknown,0.7,27.5,9.94,Average
EMP_1874,Nicholas Mann,Male,53,Delhi,Bachelor,32,HR,HR Executive,EMP_0010,2017-09-14,2.9,46.1,Medium,4,51005,0.75,15.3,1,6.8,7.2,0,233,12,10.8,5,8.5,6.6,6.6,41,0.89,Active,,,0.0,Unknown,7.9,4.0,5.1,Average
EMP_1875,Brenda Williams,Female,36,Delhi,Bachelor,16,Engineering,Software Engineer,EMP_0008,2021-05-23,3.8,51.9,Low,4,60792,0.97,2.0,1,6.4,6.9,0,548,13,13.8,7,7.1,6.5,6.4,52,0.98,Active,,,0.0,Unknown,4.2,3.72,6.21,Poor
EMP_1876,Daniel Johnson,Female,54,Bangalore,Bachelor,34,HR,HR Executive,EMP_0005,2020-07-08,3.4,36.1,Medium,2,64878,0.86,2.8,0,3.4468893666576323,6.3,0,985,15,2.1,19,6.3,3.5981316217913077,3.6571173860829687,26,0.45,Resigned,2024-08-04,2024-08-31,27.0,Standard,5.0,6.67,2.96,Good
EMP_1877,Dean Lin,Male,40,Chennai,Master,19,Finance,Senior Analyst,EMP_0008,2024-08-14,2.6,47.7,Medium,4,101135,1.0,2.0,1,6.4,8.7,0,914,19,9.7,10,7.0,5.6,3.3,26,0.54,Active,,,0.0,Unknown,0.9,19.0,6.4,Average
EMP_1878,Blake Bradley,Female,24,Pune,Bachelor,1,Sales,Sales Executive,EMP_0002,2019-09-27,3.1,50.4,Medium,3,44430,1.03,11.0,0,5.6,6.8,1,343,21,6.5,12,8.2,4.3,7.5,58,1.0,Active,,,0.0,Unknown,5.8,0.17,5.77,Poor
EMP_1879,Jason Sanders,Male,28,Bangalore,Bachelor,4,Marketing,Marketing Executive,EMP_0010,2017-08-20,3.4,45.2,Low,3,51894,0.85,2.0,1,4.3,8.5,0,603,8,19.2,8,7.7,4.4,7.5,26,0.65,Active,,,0.0,Unknown,7.9,0.5,3.66,Average
EMP_1880,Katelyn Barnett,Male,51,Mumbai,Bachelor,29,Engineering,Tech Lead,EMP_0009,2023-04-02,4.2,51.6,Medium,2,140092,0.96,9.0,1,1.8850639996591867,7.8,0,1052,18,19.2,10,5.664992353608832,5.444278365805891,5.444278365805891,44,0.4193565768255888,Resigned,2024-06-19,2024-08-08,50.0,Senior,2.3,12.08,1.81,Poor
EMP_1881,Daniel Fitzpatrick,Male,47,Hyderabad,Master,27,Operations,Operations Manager,EMP_0002,2017-09-11,3.8,35.0,Low,0,69200,1.17,-0.3,1,7.2,8.1,1,928,13,3.1,10,8.4,6.7,8.2,42,0.68,Active,,,0.0,Unknown,7.9,3.38,8.42,Good
EMP_1882,Natalie York,Female,41,Hyderabad,Master,19,Operations,Operations Executive,EMP_0005,2018-07-19,4.9,47.7,Medium,4,55674,0.96,4.8,1,3.611659686993025,6.224349673328405,0,1116,19,8.3,19,2.7776171734962305,5.386893912235115,7.57531956408063,50,0.437685130369103,Resigned,2024-06-21,2024-07-31,40.0,Standard,7.0,2.68,3.47,Average
EMP_1883,Pamela Roberson,Female,55,Hyderabad,Bachelor,35,Finance,Finance Manager,EMP_0006,2023-08-05,3.0,35.9,Medium,3,154409,0.85,4.4,1,6.6,5.8,0,1059,10,6.0,16,6.3,9.9,6.4,45,0.79,Active,,,0.0,Unknown,2.0,16.67,5.61,Good
EMP_1884,Sarah Thompson DDS,Female,23,Pune,PhD,0,Engineering,Engineering Manager,EMP_0010,2022-12-24,3.5,44.2,Low,1,166281,0.75,7.0,1,6.4,7.5,0,262,16,1.7,17,7.0,4.9,7.4,40,1.0,Active,,,0.0,Unknown,2.6,0.0,4.8,Good
EMP_1885,Thomas Stevens,Male,28,Mumbai,Bachelor,6,Finance,Financial Analyst,EMP_0007,2020-08-14,3.0,48.7,Medium,3,77615,0.97,10.2,1,9.3,7.0,0,1144,16,19.2,10,5.8,7.7,7.6,33,0.82,Active,,,0.0,Unknown,4.9,1.2,9.02,Average
EMP_1886,Carrie King,Male,28,Delhi,Master,8,Engineering,Senior Engineer,EMP_0003,2022-01-17,4.4,46.6,High,3,81104,1.13,3.0,0,4.9,6.7,0,306,17,4.1,16,4.8,6.9,8.4,10,0.77,Active,,,0.0,Unknown,3.5,2.22,5.54,Average
EMP_1887,Justin Cooke,Male,46,Hyderabad,Master,22,Sales,Senior Sales,EMP_0008,2022-09-28,2.2,44.7,Low,2,76205,0.97,8.2,0,5.7,5.6,0,905,18,14.1,14,5.1,6.3,9.8,13,1.0,Active,,,0.0,Unknown,2.8,7.59,5.53,Good
EMP_1888,Ronald Schwartz,Female,36,Delhi,Bachelor,12,HR,Recruiter,EMP_0009,2020-02-06,4.1,38.3,High,0,61333,1.06,5.9,0,7.5,8.9,0,147,20,4.5,8,8.4,5.5,8.1,20,0.84,Active,,,0.0,Unknown,5.5,2.14,7.95,Good
EMP_1889,Sabrina Simpson,Male,36,Bangalore,Master,15,Marketing,Brand Manager,EMP_0008,2023-09-01,4.2,53.0,Medium,2,97641,0.87,4.5,1,5.3,5.9,0,846,16,16.1,16,4.8,9.2,6.4,8,0.7,Active,,,0.0,Unknown,1.9,7.5,4.61,Poor
EMP_1890,Renee Smith,Female,55,Bangalore,Bachelor,31,Operations,Operations Manager,EMP_0001,2018-10-30,2.5,47.8,Low,4,65478,1.09,8.8,1,4.7,6.2,0,147,12,1.4,10,9.6,8.7,5.9,22,1.0,Active,,,0.0,Unknown,6.7,4.56,5.12,Average
EMP_1891,Phillip Burke,Female,26,Bangalore,Master,2,Sales,Regional Manager,EMP_0010,2023-03-02,4.6,36.6,High,1,151544,1.08,2.9,1,6.4,9.1,1,1031,8,7.9,12,10.0,6.8,10.0,37,0.9,Active,,,0.0,Unknown,2.4,0.8,6.91,Good
EMP_1892,George Olson,Female,31,Delhi,Bachelor,7,Marketing,Brand Manager,EMP_0001,2023-03-20,3.5,42.8,Low,4,127586,1.23,9.5,0,10.0,7.2,0,1144,8,7.1,8,7.7,4.1,7.9,27,0.6,Active,,,0.0,Unknown,2.4,2.8,12.3,Good
EMP_1893,Mrs. Sherry Adams,Male,39,Bangalore,Bachelor,19,HR,HR Director,EMP_0008,2017-10-10,3.0,47.7,Medium,3,59759,0.82,4.7,0,7.1,5.3,0,804,19,19.2,6,10.0,5.7,7.6,44,1.0,Active,,,0.0,Unknown,7.8,2.41,5.82,Average
EMP_1894,Chloe Orozco,Female,58,Mumbai,Master,34,Marketing,Content Manager,EMP_0010,2019-09-10,3.7,55.004999999999974,Low,3,89035,1.06,11.2,0,8.7,8.5,0,988,16,6.2,5,7.3,4.1,5.5,17,0.41,Active,,,0.0,Unknown,5.9,5.67,9.22,Poor
EMP_1895,Holly Hays,Male,54,Bangalore,Master,31,Sales,Sales Manager,EMP_0003,2018-05-04,3.6,55.004999999999974,Low,4,43051,1.04,5.8,0,4.9,7.5,1,1022,13,11.4,5,7.1,8.1,7.2,58,0.79,Active,,,0.0,Unknown,7.2,4.25,5.1,Poor
EMP_1896,Brittany Reed,Male,34,Mumbai,Bachelor,14,Operations,VP Operations,EMP_0010,2024-11-26,3.2,38.8,High,4,207168,0.95,4.6,1,5.2,6.8,0,206,19,9.9,6,7.6,7.4,6.9,39,0.7,Active,,,0.0,Unknown,0.7,17.5,4.94,Good
EMP_1897,Isaac Davis,Male,31,Delhi,Bachelor,11,HR,HR Manager,EMP_0001,2024-01-29,4.4,49.9,High,2,44937,1.0,1.0,1,5.8,7.0,1,854,21,15.9,8,10.0,8.8,8.0,16,0.93,Active,,,0.0,Unknown,1.5,6.88,5.8,Average
EMP_1898,Kathryn Wolfe,Male,29,Hyderabad,Bachelor,8,Sales,Sales Manager,EMP_0008,2018-02-20,3.3,35.6,High,4,42695,1.06,-2.0,0,8.1,6.1,0,636,21,6.0,7,5.1,8.4,8.7,56,1.0,Active,,,0.0,Unknown,7.4,1.07,8.59,Good
EMP_1899,Scott Willis,Female,59,Mumbai,Bachelor,37,Marketing,Marketing Executive,EMP_0001,2017-10-17,3.2,45.3,Low,2,58437,1.14,2.2,1,6.3,10.0,1,351,21,1.9,5,10.0,5.7,5.0,29,0.54,Active,,,0.0,Unknown,7.8,4.68,7.18,Average
EMP_1900,Nichole Jones,Female,33,Chennai,Master,12,Finance,CFO,EMP_0001,2023-08-03,3.4,45.4,Low,2,237928,0.89,12.2,1,5.6,9.1,3,147,20,1.4,12,4.659247015985416,7.6,6.6,56,0.6375811706085307,Resigned,2024-10-23,2025-01-28,97.0,Executive,2.0,5.71,4.98,Average
EMP_1901,Keith Nicholson DDS,Male,29,Mumbai,Master,9,Sales,Senior Sales,EMP_0003,2023-04-12,3.2,35.0,Medium,0,95953,0.95,7.9,1,6.101576311515365,3.9,0,443,19,6.8,12,3.5421862963315114,4.722915061775348,4.722915061775348,39,0.7871525102958914,Resigned,2024-07-02,2024-08-29,58.0,Senior,2.3,3.75,5.8,Good
EMP_1902,David Kelley,Female,50,Pune,Bachelor,29,Finance,Senior Analyst,EMP_0007,2019-07-24,4.3,37.3,Low,4,85485,1.18,18.9,0,7.5,8.7,0,1144,11,4.4,9,7.2,6.7,7.8,52,0.38,Active,,,0.0,Unknown,6.0,4.75,8.85,Good
EMP_1903,Sean Brown,Female,44,Delhi,Bachelor,21,Engineering,Engineering Manager,EMP_0008,2021-06-09,1.1,49.5,Medium,1,198337,1.14,8.4,0,6.1,8.0,0,798,8,4.5,17,8.0,10.0,7.8,37,0.56,Active,,,0.0,Unknown,4.1,5.0,6.95,Average
EMP_1904,Jesse Wood,Male,51,Mumbai,Master,30,HR,HR Director,EMP_0007,2019-04-13,4.9,49.2,Low,3,60094,0.91,12.7,1,9.2,5.0,0,738,16,10.8,6,10.0,4.4,7.5,6,0.92,Active,,,0.0,Unknown,6.3,4.69,8.37,Average
EMP_1905,Stephen Russo,Female,51,Hyderabad,Master,28,Finance,CFO,EMP_0006,2019-04-26,4.5,52.3,High,1,270646,1.01,8.4,0,6.4,6.3,1,282,9,11.0,12,7.6,8.8,6.4,21,1.0,Active,,,0.0,Unknown,6.3,4.38,6.46,Poor
EMP_1906,Anna Curtis,Male,27,Mumbai,Master,3,HR,Recruiter,EMP_0005,2023-07-10,3.4,49.2,High,0,67557,1.09,4.0,0,3.5,6.0,0,612,16,19.2,11,8.3,8.7,10.0,16,0.7,Active,,,0.0,Unknown,2.0,1.43,3.82,Average
EMP_1907,Christopher Webster,Male,25,Delhi,Master,5,Engineering,Senior Engineer,EMP_0008,2022-02-17,3.2,49.4,Low,0,106773,0.97,7.1,1,4.4,8.9,0,1025,10,6.0,16,8.7,8.7,6.1,50,0.77,Active,,,0.0,Unknown,3.4,1.43,4.27,Average
EMP_1908,Jason Greene,Male,42,Bangalore,Bachelor,22,Marketing,Marketing Manager,EMP_0008,2022-02-18,3.5,53.1,High,2,55243,1.06,7.4,0,6.5,8.1,0,339,11,1.4,19,9.4,6.9,6.4,27,0.68,Active,,,0.0,Unknown,3.4,6.29,6.89,Poor
EMP_1909,Melissa Powell,Male,42,Bangalore,Master,22,Sales,Sales Manager,EMP_0005,2018-06-06,3.8,48.2,Medium,4,61886,0.86,3.2,1,6.429794011168776,5.591125227103283,0,956,16,1.4,10,5.219418090089649,7.258253281530917,8.155340765765075,21,0.644271920495441,Resigned,2024-05-20,2024-09-05,108.0,Executive,7.1,3.06,5.53,Average
EMP_1910,Michael Dodson,Female,57,Mumbai,Bachelor,36,HR,HR Manager,EMP_0001,2021-08-14,3.7,43.9,Medium,2,55225,1.08,1.9,0,6.6,8.8,0,883,17,1.4,14,5.6,6.3,5.4,21,0.6,Active,,,0.0,Unknown,3.9,9.0,7.13,Good
EMP_1911,Yolanda Villarreal,Male,45,Delhi,Bachelor,24,Engineering,Software Engineer,EMP_0005,2024-04-24,3.3,50.8,Medium,1,76728,0.93,9.1,1,5.6,6.2,0,442,13,11.8,17,8.4,7.6,8.9,59,0.6,Active,,,0.0,Unknown,1.3,17.14,5.21,Poor
EMP_1912,Amanda Hayes,Female,53,Bangalore,Bachelor,29,Engineering,Software Engineer,EMP_0002,2022-01-29,3.2,47.3,Medium,1,72795,0.95,-0.2,1,4.3,7.7,0,200,13,17.2,12,5.4,7.2,8.9,34,0.35,Active,,,0.0,Unknown,3.5,8.06,4.08,Average
EMP_1913,Aaron Parker,Male,55,Bangalore,Bachelor,35,HR,HR Manager,EMP_0001,2017-10-28,2.8,36.5,High,4,42080,1.09,4.4,1,5.5,7.9,0,304,17,14.6,14,8.5,6.0,8.8,45,0.46,Active,,,0.0,Unknown,7.7,4.49,6.0,Good
EMP_1914,Sandra Kelly,Female,36,Hyderabad,Master,12,HR,HR Executive,EMP_0006,2018-10-11,3.9,43.8,Low,4,52859,1.14,12.4,0,4.9,6.4,1,859,8,1.7,6,3.994532196950071,4.332098298100782,3.713227112657812,35,0.3263138977790198,Resigned,2023-09-26,2023-10-17,21.0,Standard,6.8,1.74,5.59,Good
EMP_1915,Brandy Simpson,Male,42,Chennai,Master,20,Sales,Regional Manager,EMP_0005,2019-09-03,4.3,46.1,Low,0,195292,0.9,-0.7,0,4.581614645326193,4.0,0,743,11,3.3,11,8.16256606886895,4.5154620806509085,7.7,48,0.7728387022652516,Resigned,2024-05-29,2024-09-11,105.0,Executive,5.9,3.33,4.12,Average
EMP_1916,John Murphy,Female,32,Chennai,PhD,12,Marketing,Marketing Executive,EMP_0009,2019-04-16,4.8,40.1,Medium,0,72067,0.79,6.9,1,7.1,8.2,0,998,21,6.1,8,10.0,5.7,8.5,32,0.74,Active,,,0.0,Unknown,6.3,1.88,5.61,Good
EMP_1917,Bryan Moss,Female,43,Chennai,Bachelor,22,Operations,Process Manager,EMP_0008,2018-11-10,4.1,45.2,Medium,1,85689,1.22,9.6,1,6.3,6.5,0,419,19,8.5,16,5.5,4.4,7.8,18,0.5,Active,,,0.0,Unknown,6.7,3.24,7.69,Average
EMP_1918,Cheryl Lara,Female,31,Delhi,Bachelor,11,Operations,VP Operations,EMP_0006,2018-05-10,3.6,47.0,Medium,0,177653,1.0,-0.6,0,5.425959092323314,6.849161477195004,1,684,21,4.7,10,3.5633183581456374,2.7410141216504904,7.948940952786421,28,0.93,Resigned,2025-07-04,2025-10-17,105.0,Executive,7.2,1.51,5.43,Average
EMP_1919,Anthony Jones,Female,45,Hyderabad,Bachelor,24,Marketing,Marketing Manager,EMP_0002,2021-05-10,4.4,45.9,Medium,1,58966,0.76,10.0,1,5.643879220861961,5.5,1,538,9,7.0,19,6.910082109985507,3.856790014875632,5.222736478477419,35,0.7,Resigned,2025-01-17,2025-04-18,91.0,Executive,4.2,5.58,4.29,Average
EMP_1920,James Hanson,Female,43,Chennai,Master,19,Marketing,Marketing Manager,EMP_0008,2024-10-12,4.3,53.0,High,2,45052,1.05,1.8,1,8.765269001797737,5.843512667865158,1,911,11,16.3,6,5.809730894907084,7.8,7.977540930320173,34,0.6936992113321891,Resigned,2023-10-12,2024-02-05,116.0,Executive,0.8,21.11,9.2,Poor
EMP_1921,Michael White,Male,58,Pune,Master,38,Operations,Operations Manager,EMP_0004,2018-02-04,4.3,45.7,High,1,51526,1.15,3.6,0,5.8,9.4,0,768,12,2.5,16,7.8,6.8,8.3,53,0.83,Active,,,0.0,Unknown,7.5,5.0,6.67,Average
EMP_1922,Kenneth Baker,Male,29,Pune,Master,8,Marketing,Brand Manager,EMP_0001,2025-06-07,2.7,49.4,Medium,0,118373,0.95,4.3,0,6.7,9.9,0,605,16,4.5,10,8.2,7.3,9.8,28,0.89,Active,,,0.0,Unknown,0.1,40.0,6.36,Average
EMP_1923,Jessica Clements,Female,47,Delhi,Master,23,Finance,Finance Manager,EMP_0001,2023-12-31,3.6,43.2,Medium,4,162959,0.91,1.4,0,4.672181257905838,5.679906627258078,0,1144,20,5.9,19,4.129291313023226,3.9497569081091735,7.181376196562133,52,0.7630212208847266,Resigned,2025-06-26,2025-09-13,79.0,Executive,1.6,13.53,4.25,Good
EMP_1924,Bradley Smith,Male,34,Chennai,Master,14,Operations,Operations Executive,EMP_0008,2021-05-20,4.2,37.1,Medium,3,66296,1.01,5.3,0,4.4,4.7,0,911,15,5.4,6,9.0,7.5,6.2,15,1.0,Active,,,0.0,Unknown,4.2,3.26,4.44,Good
EMP_1925,James Waters,Female,55,Chennai,Master,33,Sales,Regional Manager,EMP_0001,2024-07-11,3.4,35.0,Medium,0,192198,0.89,3.8,0,4.1,4.0,3,637,8,8.9,13,4.585810792692715,7.441126946633463,5.537582844006298,24,0.8652473193759841,Resigned,2024-09-15,2024-12-15,91.0,Executive,1.0,30.0,3.65,Good
EMP_1926,Christina Lee,Male,43,Mumbai,Master,21,Marketing,Marketing Executive,EMP_0007,2019-12-23,5.0,38.6,Low,4,45927,0.82,6.8,1,9.2,9.6,1,984,18,14.1,15,6.7,6.1,5.0,20,0.5,Active,,,0.0,Unknown,5.6,3.68,7.54,Good
EMP_1927,Adam Medina,Male,23,Bangalore,Master,0,Marketing,Content Manager,EMP_0008,2024-02-13,4.2,47.1,High,0,72491,0.9,0.5,0,5.958362240497338,5.5,0,873,8,6.2,13,2.348533635183894,6.232646954911104,8.9,37,0.41,Resigned,2024-03-09,2024-05-21,73.0,Executive,1.4,0.0,5.36,Average
EMP_1928,Russell Clark,Male,39,Mumbai,Master,18,Sales,Regional Manager,EMP_0008,2019-02-04,3.4,35.0,Medium,0,198581,0.75,6.5,0,6.8,9.6,0,147,13,6.9,18,8.6,9.6,7.3,18,0.73,Active,,,0.0,Unknown,6.5,2.73,5.1,Good
EMP_1929,Tyrone Lloyd,Male,36,Mumbai,Bachelor,16,Marketing,Marketing Manager,EMP_0009,2018-09-12,3.4,50.0,Low,0,59060,1.03,9.6,0,7.4,7.5,0,975,12,3.3,13,8.4,4.3,8.5,55,0.77,Active,,,0.0,Unknown,6.9,2.29,7.62,Average
EMP_1930,Rachel Castaneda,Female,44,Delhi,Master,23,Engineering,Software Engineer,EMP_0010,2020-09-08,3.8,53.0,High,2,75018,1.0,6.3,1,9.4,7.2,0,1073,18,5.6,11,8.0,5.6,5.2,21,0.76,Active,,,0.0,Unknown,4.9,4.6,9.4,Poor
EMP_1931,Chad Lewis,Male,51,Mumbai,PhD,30,Sales,Regional Manager,EMP_0004,2019-09-03,4.2,44.6,Medium,0,189848,1.05,8.0,1,7.8,6.6,0,605,8,3.6,9,6.1,5.9,8.4,47,1.0,Active,,,0.0,Unknown,5.9,5.0,8.19,Good
EMP_1932,Dakota Richards,Male,25,Chennai,Bachelor,4,Engineering,Software Engineer,EMP_0005,2020-03-19,3.1,35.6,Medium,3,75926,1.11,3.6,1,5.1,5.5,0,243,18,19.2,10,8.7,6.3,9.9,35,0.72,Active,,,0.0,Unknown,5.4,0.73,5.66,Good
EMP_1933,Ryan Murphy,Female,38,Pune,Bachelor,18,HR,HR Executive,EMP_0006,2021-11-21,4.4,52.8,Medium,0,57407,1.14,6.0,1,6.8,8.2,1,704,14,6.2,11,5.8,8.9,10.0,39,0.62,Active,,,0.0,Unknown,3.7,4.74,7.75,Poor
EMP_1934,John Thomas,Female,44,Chennai,Bachelor,21,Marketing,Marketing Executive,EMP_0003,2024-07-15,3.3,46.9,High,3,68323,0.96,4.4,1,6.2,4.709375031338328,1,1094,8,1.4,8,2.993324145764361,3.3886688442615407,2.1461569346989755,23,0.4292313869397952,Resigned,2025-02-19,2025-03-07,16.0,Standard,1.0,19.09,5.95,Average
EMP_1935,Joshua Davis,Male,35,Mumbai,Master,13,Engineering,Senior Engineer,EMP_0002,2019-10-18,3.2,41.8,Medium,3,93894,1.15,4.0,0,8.7,5.7,1,817,20,4.7,9,7.0,4.4,8.4,39,0.96,Active,,,0.0,Unknown,5.8,2.2,10.0,Good
EMP_1936,Yolanda Smith,Female,48,Delhi,Bachelor,28,Finance,Senior Analyst,EMP_0010,2024-09-16,4.3,55.004999999999974,High,2,96192,0.92,4.5,1,4.8,6.3,1,406,15,19.2,9,9.0,8.2,6.7,52,1.0,Active,,,0.0,Unknown,0.9,28.0,4.42,Poor
EMP_1937,Ethan Simmons,Male,25,Bangalore,Bachelor,3,Sales,Sales Manager,EMP_0010,2018-12-16,3.8,43.8,Medium,0,51025,1.21,7.2,1,10.0,8.6,2,266,20,7.8,18,6.9,4.7,6.4,26,0.5,Active,,,0.0,Unknown,6.6,0.45,12.1,Good
EMP_1938,Randy Martinez,Male,34,Mumbai,Bachelor,13,Marketing,Content Manager,EMP_0004,2022-08-26,3.4,47.9,Medium,2,67579,0.88,1.3,0,10.0,9.2,1,1108,12,9.9,5,10.0,5.5,8.7,51,1.0,Active,,,0.0,Unknown,2.9,4.33,8.8,Average
EMP_1939,Ms. Felicia Matthews,Male,41,Mumbai,Bachelor,20,Marketing,Marketing Manager,EMP_0008,2019-06-26,3.0,40.5,Medium,0,46719,1.05,9.0,0,7.9,6.5,0,147,13,11.0,14,7.2,8.5,6.8,54,1.0,Active,,,0.0,Unknown,6.1,3.23,8.3,Good
EMP_1940,Cassandra Diaz,Male,53,Delhi,Bachelor,32,Sales,Sales Executive,EMP_0006,2021-10-31,5.0,46.0,High,1,69436,1.02,7.8,0,6.5,8.0,1,1126,13,10.1,16,7.3,9.0,5.7,12,1.0,Active,,,0.0,Unknown,3.7,8.42,6.63,Average
EMP_1941,Angela Petersen,Male,27,Bangalore,Bachelor,6,Sales,Regional Manager,EMP_0001,2024-03-23,3.7,50.5,Low,0,146858,1.2,10.3,1,8.5,8.5,0,766,9,6.9,16,6.9,8.2,6.0,39,0.74,Active,,,0.0,Unknown,1.3,4.29,10.2,Poor
EMP_1942,Randy Brown,Female,48,Mumbai,Bachelor,24,Sales,Sales Executive,EMP_0003,2021-09-10,2.7,51.6,Low,1,56158,0.83,6.7,1,9.6,4.3,0,549,11,4.7,5,8.0,8.0,8.6,56,0.92,Active,,,0.0,Unknown,3.9,6.0,7.97,Poor
EMP_1943,Barry Henderson,Male,24,Chennai,Master,2,Marketing,Marketing Manager,EMP_0004,2023-09-20,2.8,41.1,Low,1,67041,0.92,9.0,1,3.029419436232255,7.7,1,311,8,5.3,15,6.155700010480173,4.383604552917699,5.782627282572284,50,0.9326818197697232,Resigned,2025-07-12,2025-09-25,75.0,Executive,1.8,1.05,2.79,Good
EMP_1944,Brent Jones,Female,58,Chennai,PhD,37,Finance,Senior Analyst,EMP_0004,2019-10-26,4.6,45.4,Low,2,87017,0.8,-2.2,1,6.6,7.4,0,838,13,7.3,19,6.291503737482471,1.9793494904439235,7.069105323014012,55,0.537252004549065,Resigned,2023-09-09,2023-11-01,53.0,Senior,5.8,6.27,5.28,Average
EMP_1945,Jason Gonzalez,Female,36,Delhi,Master,12,Sales,Sales Executive,EMP_0002,2021-01-09,3.2,47.1,High,0,59698,1.0,7.5,1,9.8,7.8,0,194,18,16.1,16,10.0,8.3,4.2,57,0.44,Active,,,0.0,Unknown,4.5,2.61,9.8,Average
EMP_1946,Kathy Rivas,Female,36,Hyderabad,Master,16,Operations,Process Manager,EMP_0002,2023-06-10,4.5,46.5,Medium,2,115577,1.25,6.2,0,8.6,7.2,0,749,9,7.0,18,7.9,4.4,6.2,13,0.68,Active,,,0.0,Unknown,2.1,7.27,10.75,Average
EMP_1947,Jonathan Walsh,Male,37,Chennai,Bachelor,15,Operations,Operations Manager,EMP_0005,2022-02-13,3.4,46.3,Medium,3,61985,0.93,4.0,1,6.981213363320325,8.4,0,415,19,1.4,18,9.221090985399448,7.469083698173553,5.256021861677685,41,0.9221090985399448,Resigned,2025-07-10,2025-10-14,96.0,Executive,3.4,4.29,6.49,Average
EMP_1948,Curtis Mccoy,Female,37,Delhi,Bachelor,17,Operations,Operations Executive,EMP_0002,2021-12-07,3.8,53.3,Medium,4,54785,0.93,3.7,1,4.5,6.9,0,590,10,3.4,5,8.0,8.7,7.6,28,0.46,Active,,,0.0,Unknown,3.6,4.59,4.19,Poor
